ques,label
上海 搞 方舱 定点医院 之外 江苏 浙江 安徽 接收 不少 转运,0
致敬 英雄 好好,1
记者 浪 感染 无症状 双人间 方舱 有没有 记者 医院 发热 门诊 采访 有没有 记者 农村 采访 有没有 记者 工厂 宿舍 采访 真的假 北大医院 有没有 医院 网友 讲讲,-1
恭喜,1
夏天 两天 小伙伴 明显 感觉 气温 渐增 疫情 暂未 完全 散 想想 每隔 几天 做 核酸 检测 大白 防护服 里 工作 辛苦 国家 卫健委 提出 建设 方舱医院 要求 进度 全国 抗疫 工作 后备军 加速 疫情 防控 急需 产品 研发 落地 推出 方舱医院 整体 解决方案 及海 骊 核酸 检测站 助力 城市 确保 疫情 防 可控,1
抗疫 赚钱 第一个,-1
这钱花 总 贪官 贪 完好,-1
电影 感动,1
世上 最強 磁石 走近 磁場 沒 逃脫 我己 完全 俘 虜 註 此生 為 沉醉 玖 少年 团肖战,1
一不小心 笑 声,-1
加油 加油,1
真 反复 说,-1
朕 没有 厉害 免疫力 强者 羊 笑 哈哈,1
加油 抱抱 抱抱,1
感谢 邀请 张颜齐 声音 好好 听,1
公路 出车祸 死亡 保险公司 意外 交通 意外 他杀 赔付,-1
监察 委 小组 走 雷 神山 工人,-1
垃圾,-1
肖战 哥哥,1
复航 被迫 滞留 真的 活不下去 经济 来源 回不去 家 要死 异国他乡,-1
下午,1
牛年 牛,1
加油,1
辟谣 不信谣 传谣 造谣,-1
钟南山 凉茶 莫言 烧鸡 国家知识产权局 首批 件 实质 审查 阶段 火神 山 雷 神山 钟南山 恶意 商标注册 申请 依法 作出 驳回 名人 名字 注册商标 现象 不是 第一次 外国 乔丹 哈利波 特 中国 莫言 屠 呦 呦 抢注 成 商标 戳 公众 人物 名字 不能 注册 成 商标,-1
提高 免疫力 鼓掌 鼓掌 鼓掌,1
方方 开办 方舱医院 不是 方方 兜底 患者 治疗 费用 不是 方方 救治 新冠 肺炎 患者 不是 方方 发放 复工 惠民 措施 不是 看不下去,-1
打电话,-1
思路 清奇,1
乙类 管理 真的 喜人 开吹 普通人 随便 感染,-1
好消息,1
喜欢 张碧晨 真的 优秀 歌手,1
处罚 太轻 罚年 营业额 倍 差不多,-1
封奴们 整天 后悔 胜利者 懒得 搭理,-1
背后 生意,-1
鹿泉 拉人 环境 病 泪 泪 泪 泪 怎么办,-1
感谢 好心人 鼓掌,1
鲜花 鲜花,1
真实 经历 看着 好扎心,1
费用 多少钱,-1
希望 早起 控制 住 爱 无疆 生命 第一,1
出发 赚钱,-1
致敬,1
特别 赞同,1
城会 玩 哈哈 哈哈 哈哈,1
理解 香港 为啥 不住 方舱医院 越乱 越慢 越慢 越乱 关注 后续,-1
美错 外国 盆友 新冠 趋势,1
祖国 强大,1
致敬,1
病毒性 感冒 过来人 担心 药店 讲 抗病毒 口服液 感冒 颗粒 外加 阿莫西林 消炎药,-1
姑娘 不是 爷爷奶奶 家住,-1
自由 小心 疫情 上升 鲜花 鲜花 鲜花,1
这床 认真,-1
微风 微风 微风 微风 话筒,1
发烧 多久 嗓子疼,-1
院感 估计 麻烦 总 不能 精神病 单独 建 方舱 自限性 疾病 躺躺 眼科医院 李医生 完 一位 患者 准备 休息 熟悉 一集 演,0
传染病 家里 自愈,-1
好看 气势,1
创业 年纪 不好 找 时间 久 千万别 总 新冠 阳性 史 找 不到 工作,-1
搞 成 湖北省委 没事 心 寒,-1
无奈 苦涩 苦涩 怎么办 有时候 命 草芥 泪,-1
啥时候 控制 住 真的 疯掉,-1
小区 名字 高风险 名单 里 社区 告诉 高风险 费解 费解,-1
干活 出力 发,-1
需求,-1
期待 依然 春暖到 花开,1
少年 中国 说 精神 年轻人 身上 完美 体现,1
早 干嘛 弱,-1
视 英雄 事迹 无物 创作 没有 英雄 没有 英雄主义 人性 鸡零狗碎 蝇营狗苟,-1
市内 严 不让 市外 回来 没看 几天 全 增加 市外,-1
微风 微风,1
哭,1
好多 骂 政府 政府 人员 过年 休息 女性 孕妇 全 排查 高速 日夜 排查 成天 说 政府 不好 政府 人员 生命 换 骂 说 一句 鼓励 好多 地方 工人 回不来 物资 赶不上 口罩 肯定 缺 政府 人员 一线,-1
辛苦,1
平安 记得 防护服 写字 催 女儿 学习 援 湖北 护士 周国红 周国红 出征 武汉 方舱医院 工作 期间 两次 晕倒 日至 做 次 检查 最终 诊断 甲状腺癌 转移 结束 隔离 观察 岁 周国红 癌症 作 斗争 加油 周国红 荔 直播,1
心 沁东阁 靳东 后援会 可歌可泣 故事 同舟 共濟 時刻 載入 史冊 抗疫劇 開機 期待 靳东 老师 方艙 院長,1
歌,-1
边缘化 抹黑 镜头 没有 贡献 票房 怒,-1
再噶一波 笑 不语,-1
去年 医患 师生 去年 大四 学生 徐丹 感染 新冠 住进 武汉 方舱医院 期间 湖南 中医药大学 毛 以林 教授 医护人员 悉心照料 徐丹 下定决心 报考 湖南 中医药大学 一年 认真 备考 终于 圆梦 湖南 中医 如愿 毛以林 学生,1
香港 废青去 骂人 集中营,-1
不能 居家 隔离 邻居 允悲 允悲 允悲,-1
加油 中国 加油 武汉,1
公益 多多益善 萌萌 真的 棒 小心 心 小心 心 吴磊益 吴磊 生日快乐,1
爱 国家 爱 爱 家人,1
劫后 重生 面对 困难 活着 一切 慢慢 调整 愿 正常 生活 祈祷,1
我操,-1
加油,1
心 心 心 心,1
干吗 方仓 不建 医院 疫情,-1
病毒 攻击 人脑,-1
蛙 喜欢 病毒,1
丰城 严重 丰城 很大 地方 疫情 市 封 集市 买 物资 路 堵 小镇 没有 疫情 疫情 地方 一刀切 处理,-1
几个 专家 一个月 宣传 后遗症,-1
哈哈 哈哈,1
在家 先 吓死,-1
援建 方舱医院 工人 临走前 做 核酸 阳性 通知 工人 通知 政府 高速 检测,-1
感觉 这段 哭 戏 太 好看,1
鲜花 微风 寒冬腊月 冰冷 空气 夹带 冰雪 漫天 飞舞 温暖 问候 送给 朋友 冬 安好 梦,1
加油 仙女,1
辛苦 家人 说 角度 问题 王 晶晶 江苏 淮安 援鄂 医疗队 成员 武汉 体育中心 方舱医院 工作 抵达 武汉 结束 医疗 救援 返回 江苏 王 晶晶 瘦 斤 王 晶晶 一名 产科 护士 方舱医院 摇篮 病人 婴儿 用心 呵护,1
干翻 美国 印度 加油,1
太 开心 太 开心 可爱,1
赠书 这是 一套 读 过后 内心 自在 开阔 漫画 小时 狂销 万册 当当网 动漫 幽默 榜 榜首 新冠 疫情 期间 入驻 方舱医院 前线 医院 医护人员 病患 带来 心灵 抚慰 关注 人送 林帝 浣 最新 力作 一套,1
愿意,-1
治不好 死亡率 升高 制造 一场 意外,-1
喜欢,1
码 开建 方舱医院 疫情 控制 转折点 此文 写得 太好了 真实 方舱 绝望 希望,1
读书 杂谈 赠书 这是 一套 读 过后 内心 自在 开阔 漫画 小时 狂销 万册 当当网 动漫 幽默 榜 榜首 新冠 疫情 期间 入驻 方舱医院 前线 医院 医护人员 病患 带来 心灵 抚慰 关注 人送 林帝 浣 最新 力作 小林 漫画 人间 逍遥游 一套 鲜花,1
致敬 英雄,1
中国 速度 北斗 三号 刷新 全球卫星 导航系统 组网 速度 世界纪录 复兴号 高铁 商运 速度 全球 最快 天 时间 建成 火神 山 雷神山医院 连续 减贫 万人 中国 速度 众志成城 国泰民安 携手 创造 无惧 前路 逐浪 而行,1
惩罚 设立 白眼狼 奖 发给 怒 怒,-1
学到 涨 姿势,1
有没有 想过 不想 做 允悲,-1
期待 邓伦,1
哥们儿 估计 家里 刚通网 武汉 方舱医院 好像 天 一座 哈哈,1
团结 力量 众志成城 困难 显示 中国 骨子里 韧性,1
握手,1
家里 卫生间 改成,-1
得以 厚待 这份 荣誉 不同寻常 最起码 创业 贷款 购房 交通 出行 给与 照顾,1
泥 胚房,-1
志愿者 洋人 消杀 消毒 库尔勒 老百姓 只能 听天由命,-1
哥哥 不见不散 拼 赢 回访 兔子,1
验收 交付 超 张 床位 上海 建工 建设 浦东新区 新 国际博览 中心 方舱医院 累计 验收 交付 超 张 床位 接收 患者 正式 投入使用 上海 建工 建设者 连续 奋战 小时 施工 高峰期 现场 作业 确保 方舱医院 投入 运营 上海 筑起 一道 坚实 防护 屏障,1
回来 重庆市 援 沪 医疗队 重庆 航空 专机 返渝 日夜 奋战 队员 圆满完成 各项 医疗 任务 累计 接替 管理 上海市 松江区 方舱医院 定点医院 上海 做好 疫情 防控 工作 贡献 重庆 力量 重庆市 援 沪 医疗队 市委 市政府 组建 重庆市 历年来 一次性 投入 数最多 市外 医疗 援助 队伍 医疗队 医务人员 家 医院 重庆 日报,1
雷 神山 中医中药 针灸 疗效 说实话 不可思议,0
陈数 太美太有 气质 心,1
喜欢 春天 花 夏天 树 秋天 黄昏 冬天 阳光 肖战 喜欢 玖 少年 团肖战,1
抱 一抱 抱 一抱 我大 山西 失望,1
真,1
块钱 做个 不好 天 不能,-1
不好 不好,-1
体制 老老实实 干活 当成 傻子 年底 评优 评先 份 随便 拿点 东西 打发 学会 主动 拒绝 负责 允悲,-1
一岁 五个 孩子 记得 西安 待产 孕妇 进不去 医院 坐在 医院 门口 凳子 流血 记得 方舱 里 肠梗阻 婴儿 口鼻处 喷粪 年轻 父母 哭嚎 区 说 没有 保护 好孩子 幼小 亡灵 抱 儿子 尸体 医院 门口 坐 小时,-1
科技 狠活 钱 有钱 吃,-1
明天 解封 好久 通知 晚上 洗 洗头,-1
瞧一瞧 看一看 光明 背后 黑暗 之渊 希望 上海 会展中心 方舱医院 志愿者 感染 阳性 冤案 上海 久事 集团 国企 解决 劳务 公司 远茂 股份 发展 有限公司 解决 部门 推诿 扯皮 踢皮球 解决 生命危险 支援 方舱 做 保洁 打扫卫生 当成 乞丐 活活 地上,-1
感觉 简陋 差远了 允悲,-1
传统 导引 功法 有氧 运动 特别 推荐 太极拳 八段锦 挑 装备 强度 可控 挑 地方 客厅 办公室 里 能练 去年 疫情 太极拳 八段锦 方舱医院 发挥 作用 今年春节 概率 会待 原地 待在家里 学 传统 功法 练起来 健脾 生阳 多长 肌肉 少长 脂肪 身体 年轻 态 逆 生长,1
转阴 咳嗽 传给 同事,-1
实诚 说话 清晰 感觉 终于 谱 领导,1
感谢 致敬 平凡 英雄,1
高贵 吃 中央政府 香港 地方 干嘛 方舱医院 放 内地 接受 刷新 下限 单向 自愿 没花 纳秒 内地 意愿 这帮 坟地 垃圾堆 填 污水处理 建在 内地,-1
大国 担当 中塞 友谊 长青,1
问题 月底 承诺 应收 尽收 第一 时间 利用 已有 空间 同步 建设 火神 雷神 建设 火神 雷神 天,-1
只靠 医护人员 真的 太难,-1
石家庄 假 躺平 行 建议 共存 党 当地政府 科普 小号 感冒 症状 轻微 放开 大学 封闭 公交 查绿码 小号 感冒 封控 单位 不让 做 核酸 不是 脱裤子 放屁 放开 放开 优胜劣汰 物竞天择 区区 小号 感冒 大伙 畏首畏尾,-1
说 呼和浩特 加油,1
从今天起 陆续 央视网 推出 经济 战疫 复工 讲述 疫情 企业 发展 事儿 第一期 聚焦 为雷 神山 火神山医院 建设 提供 硬核 装备 参与者 支持 鼓励,1
河南 牛,1
必胜,1
简约 风,1
辽宁中医 队 接管 上海 宝山 方舱医院 好运 中医 保质期 够 久 没有 发霉 辽宁日报 文案 土 历届 文科 状元 上海 供职 疫情 发现 上海 作文 写 的真,1
羊驼 加油 吃瓜,1
真 烦人 回家 遥遥无期,-1
老百姓 申诉 路 何其 艰难 苦苦 苦 难难 难 惨惨 惨 人性 何在 公道 何在 王法 何在 天理何在 和谐社会 泪 泪 泪,-1
星河 滚烫 人间 理想 世事 无常 人间 琳琅 众人 平庸 人间 星光 万事 浮沉 人间 归途 愿 忘 初心 做 想 做 玖 少年 团肖战,1
涿州 加油,1
面对 困难 快乐 方式 应对 征服,1
肆拾 壹 银河 璀璨 星光灿烂 唯 牵动 心弦 灯火阑珊 仿如 隔世 唯 举世无双 朱一龙 朱一龙,1
唯一 一支 两地 战斗 队伍 广西 第四批 援 湖北 抗疫 医疗队 平安 凯旋 武汉 广西 第四批 支援 湖北省 医疗队 队员 结束 天 支援 工作 下午 踏上 归程 航班 这是 广西 唯一 一支 两地 战斗 队伍 沌 口 方舱医院 休舱 战 武汉 协和 西院 日日夜夜 坚守 队员 终于 顺利完成 任务,1
预告 比前 几个 故事 轻松 基调 沉重,1
感动,1
包吃包住 日薪 上海 破获 方舱医院 招工 诈骗案,-1
王凯 天使 护航 逆 行者 致敬 心 王凯 武汉 加油 加油,1
治病 强身 两不误 出门 晨练 自我介绍 方舱医院 毕业 哈哈,1
疫情 女 医护 占 查查 火神山雷神山 工人 特地 报道 前 一个月 女兵 女 医护 女 工作人员 抗洪 忘 三个 地方 男 去过 真 抢功 第一名 笑话 笑 惨 火神 山 男女 工人 比例,-1
加油 捷报频传,1
凝心 聚力 众志成城 团结奋斗 加油 加油 今晚 点 建 证 中国 速度 世界 奇迹 背后 故事 拳头,1
安排 医院 挤兑 正常 医疗 资源 看不懂 奥密克戎 毒性 不强 对付 传染病 重要 切断 传染源 方舱 做 隔离 希望 早日,-1
剧中 方舱 单元 靳东演 带队 参考 上海 瑞金医院 光谷 院区 领队 胡伟国 副 院长 上面 挂 衣服 下面 摆着 裹尸 袋 场景 单元 咨询 上海 首位 援鄂 医生 钟鸣 医生 期待 这部 剧,1
明峰 医疗 先进 技术 硬核 产品 行业 勇 争先,1
预见性 国家 晚 允悲 石家庄 广州 躺平 我家 囤药 正常 价 允悲,-1
陈 一新 督导 检查 方舱医院 隔离 点 建 方舱医院 更好 治病救人 建设 方舱医院 武汉 战 疫 重要 举措 围绕 贯彻落实 习近平 总书记 应收 尽收 应治 尽治 重要 要求 中央 指导组 副组长 中央 政法委 秘书长 陈 一新 长江 新城 方舱医院 江汉区 丽枫 酒店 隔离 点 督导 检查 推动 优化 完善 方舱医院 建设 管理,0
争 第一 第一名 鲜花,1
大懂子 走 寻常路,1
除夕 中秋 国庆 遇 中秋 方舱医院 武汉 体育中心 首次 恢复 对外开放 运动场 约 满 当日 万名 游客 黄鹤楼 登高望远 网友 云 守护 元气 恢复 武汉 活力 满满,1
西藏 加油 加油,1
期待,1
致敬 天使 中国,1
平凡 之辈 一条 赳赳 脊梁,1
希望 方舱 生病 没有 地方 治疗 白天 折腾 晚上 死 医院 门口 氧气瓶 保安 距离 太坏 希望 拉 方舱 隔离 家里 再进 一群 大白 帮 他家 彻底 消毒,-1
保护 从来不 说 说,1
加油 加油 加油 照顾 身体健康,1
辛苦 致敬,1
哎 硬伤 没治了 怒,-1
分级 矛盾 解决,-1
核算 城市 搞 勤 搞 几个 搞不定,-1
本来 贴 内地 援港 七天 建起 一座 方舱医院 香港 接手 五天 只住 二百多 香港 搞 大陆 支援 累死 搞不定 香港 疫情 费 人力 财力 救 一堆 白眼狼 疫情 这帮 白眼狼 勾结 外部 势力 国家 捣乱,-1
英国 加油,1
朱一龙 叛逆者 开学 季 朱一龙 林楠 笙 朱一龙 永远 不破 镜花水月 指间 烟云 世间 万载 一瞬 一眼 万年 朱一龙,1
花钱 建 医院 花钱 拆 给钱,-1
真的 一点 不好 笑 攻击 胰岛 细胞 胰岛素 抗性 食欲 暴增 糖尿病 株 差不多 不是 消费 苦难 白带 方舱 轻症 患者 跳舞 文艺 青年 画 红脸 阴阳怪气 唱 方舱医院 真 神奇 劲,-1
不够 床位 才行,-1
除夕 中秋 国庆 遇 中秋 方舱医院 武汉 体育中心 首次 恢复 对外开放 运动场 约 满 当日 万名 游客 黄鹤楼 登高望远 网友 云 守护 元气 恢复 武汉 活力 满满 祝福 武汉 祝福 祖国,1
辛苦,1
可怕 笑,-1
不能 黑眼圈 网红 闭嘴,-1
抗击 疫情 加油,1
一遍 遍 核酸 医疗 力量 检测 不肯 花 点 力量 转运 方舱医院 不够 没有 床位 原因 阳性 患者 放在 小区 只会 导致 感染 人数 增加,-1
满舍,1
媒体 外宣 功效 不及 姑娘,-1
妈妈 上海 方舱 上海 城市 足迹 馆亚 定点医院 陕西省 多家 医疗卫生 机构 援 沪 队员 坚守 奋战 母亲节 咸阳市 中心医院 女 医护人员 隔空 收到 孩子 礼物 这批 队员 抵达 上海 孩子 一幅 漫画 一封 书信 表达 大白 妈妈 思念 母亲节 祝福 记者 宋蕊,1
我大 甘肃 萌萌 哒 熊猫 兔子 猪头 英雄 平安 早日 归来 加油,1
终于 有人 说,1
老干部 鸭 可爱 可爱,1
关注,1
长江 作证 皖 鄂 情深 新冠 肺炎 疫情 发生 湖北 唇齿相依 安徽 派出 批 位 医务人员 支援 湖北 征战 武汉 体育中心 方舱医院 安徽 医疗队 整队 转战 协和 西院 区 征战 金银 潭 医院 东西 湖 医院 安徽 医疗队 转战 武汉 肺科 医院 同依 大别山 饮 江水 春 致敬 待疫 毕 武汉 樱花 绚烂,1
希望 生活 越来越,1
平平安安,1
污 污 真 心情 长篇大论 简单 啥时候 解封 笑 笑,-1
疫情 防控 成果 微风 微风 微风,1
美国 最好 医院 私立 越 有钱 越能 享受 最好 医疗 中国 最好 医院 公立 越 有权 越能 享受 最好 医疗,1
老百姓 申诉 路 何其 艰难 苦苦 苦 难难 难 惨惨 惨 人性 何在 公道 何在 王法 何在 天理何在 和谐社会 泪 泪 泪,-1
名字 太像 这是 爱国 企业 武汉 方舱医院 电缆 远东 春节 期间 连夜 赶制,-1
目之所及 皆 奇迹 几天 看着 一个个 一张 张在 一线 奉献 坚毅 脸庞 不禁 泪流满面 全国 医生 请战书 建设 火神山雷神山 医院 一线 工人 见证 艰难 境地 中国 力量 中国 速度 这场 疾病 暴露 中国 问题 爱 团结 总能 带给 希望 力量 不怕 问题 爱 国家 坚定 站 国家 坚信 胜利 英雄 中国,1
误入 囧 途 遭遇 成就 普通人 抗疫 之战 岁 小伙 突破 困境 武汉 行 充满 选择 挑战 期待 邓伦 参演 时代 报告 剧 大连 致敬 平凡 英雄 心 心 心,1
符合,1
每人 床位 允悲,-1
这是 吉林市 红土 职业 园区 家远 学生 送 回家 送 医药 学院 居住 园区 建 方舱医院 本是 抗击 疫情 没想到 学生 基础 做人 大力发展 职业 技术学校 培养 技术性 人才 不是 培养 垃圾 垃圾 学校 垃圾 男大 男 学生,-1
